soil_type,season,water,temperature,humidity,label
clay,monsoon,medium,25.37,86.68,ginger
clay,monsoon,high,28.08,73.15,sugarcane
red,summer,medium,35.45,77.4,papaya
sandy,summer,medium,34.73,81.44,papaya
loamy,winter,medium,13.18,35.81,onion
loamy,summer,low,31.38,77.1,muskmelon
red,summer,low,33.66,34.02,mango
red,monsoon,medium,23.84,93.18,ginger
loamy,summer,medium,36.25,43.61,mango
loamy,autumn,medium,23.21,64.25,maize
loamy,monsoon,low,27.88,75.9,blackgram
clay,winter,medium,11.31,19.08,wheat
black,summer,medium,28.0,39.5,chili
sandy,autumn,medium,24.62,51.13,tomato
loamy,monsoon,high,22.13,91.99,jute
loamy,summer,medium,24.12,64.17,grapes
loamy,monsoon,high,23.93,97.74,coconut
sandy,autumn,medium,26.87,87.62,muskmelon
red,winter,medium,10.82,43.72,potato
loamy,autumn,medium,22.71,51.37,tomato
loamy,autumn,low,20.43,40.65,onion
loamy,summer,low,31.12,40.17,mothbeans
black,summer,medium,29.53,37.71,chili
clay,winter,low,6.1,20.7,wheat
black,winter,low,9.73,25.83,wheat
loamy,autumn,low,23.2,65.69,lentil
loamy,monsoon,high,21.3,93.66,jute
loamy,summer,medium,29.73,70.04,mungbean
loamy,summer,medium,30.05,70.45,muskmelon
clay,winter,medium,8.81,22.03,wheat
loamy,winter,low,12.07,23.55,barley
black,monsoon,medium,24.7,58.33,chili
red,autumn,medium,19.75,18.86,kidneybeans
loamy,monsoon,high,24.87,92.33,banana
red,autumn,low,27.66,50.6,sorghum
clay,autumn,low,24.91,64.09,lentil
black,monsoon,medium,23.53,60.9,chili
loamy,autumn,low,19.86,41.76,onion
loamy,winter,low,11.19,45.14,potato
red,summer,medium,36.27,38.11,mango
red,monsoon,medium,22.28,98.9,tea
sandy,autumn,low,21.71,57.67,pomegranate
red,monsoon,high,26.41,94.8,banana
sandy,monsoon,medium,19.71,79.84,maize
clay,monsoon,medium,22.95,87.84,ginger
black,summer,medium,27.13,74.0,cotton
loamy,autumn,medium,27.36,56.54,guava
sandy,monsoon,low,29.36,97.19,mungbean
black,winter,medium,7.36,22.99,wheat
red,monsoon,medium,23.54,96.47,tea
red,autumn,low,25.59,48.27,sorghum
sandy,autumn,medium,23.84,52.12,tomato
loamy,monsoon,high,28.0,74.55,sugarcane
red,monsoon,high,24.92,98.49,coconut
loamy,monsoon,high,23.13,96.13,coconut
loamy,monsoon,medium,24.82,100.0,banana
black,winter,low,16.06,46.4,lentil
loamy,autumn,low,19.25,28.14,barley
loamy,summer,high,27.87,68.6,ginger
loamy,summer,low,30.53,39.33,millets
red,winter,medium,10.02,40.65,potato
loamy,winter,low,12.16,16.13,kidneybeans
black,monsoon,high,23.98,93.0,banana
red,summer,low,30.63,43.08,mothbeans
sandy,autumn,medium,22.4,93.9,orange
clay,winter,medium,9.76,10.64,kidneybeans
loamy,monsoon,low,24.58,100.0,mungbean
red,winter,medium,16.8,88.0,apple
black,summer,medium,28.27,38.62,chili
black,summer,high,33.65,49.44,sugarcane
black,autumn,low,27.98,50.32,sorghum
loamy,summer,high,27.88,70.12,rice
red,summer,low,28.42,70.59,grapes
loamy,summer,high,28.01,65.73,ginger
loamy,summer,low,37.13,40.22,mango
black,monsoon,low,26.51,62.0,pigeonpeas
sandy,summer,low,22.04,45.16,pomegranate
sandy,summer,low,33.4,35.75,millets
sandy,summer,medium,29.89,45.99,guava
loamy,monsoon,medium,27.21,62.26,pigeonpeas
loamy,monsoon,high,25.45,86.0,ginger
sandy,summer,medium,36.49,81.54,papaya
black,summer,low,25.72,70.05,cotton
black,monsoon,high,22.71,99.29,rice
sandy,summer,high,29.69,74.39,watermelon
clay,monsoon,medium,22.11,100.0,rice
loamy,winter,low,13.75,13.97,kidneybeans
loamy,monsoon,medium,25.36,69.24,guava
loamy,winter,medium,16.84,33.5,tomato
red,autumn,low,27.42,54.59,mothbeans
loamy,summer,medium,35.89,42.07,mango
loamy,winter,low,9.01,7.32,chickpea
sandy,autumn,medium,25.19,49.3,tomato
clay,summer,high,26.24,71.37,rice
loamy,monsoon,high,31.54,97.28,papaya
black,summer,low,31.05,38.31,pigeonpeas
loamy,monsoon,medium,24.7,80.15,sugarcane
sandy,monsoon,low,27.31,67.85,mothbeans
loamy,summer,low,36.04,41.88,mango
loamy,summer,low,32.02,45.19,sorghum
sandy,autumn,medium,24.5,47.55,tomato
clay,monsoon,high,22.88,91.95,jute
red,monsoon,low,25.29,62.46,millets
sandy,monsoon,medium,20.76,80.12,maize
sandy,monsoon,low,28.3,68.86,mothbeans
clay,winter,medium,8.6,21.12,wheat
sandy,autumn,medium,17.83,50.51,potato
loamy,autumn,medium,27.44,53.71,guava
black,winter,medium,4.87,25.59,wheat
loamy,summer,medium,30.53,76.02,watermelon
black,winter,low,15.69,50.79,lentil
red,summer,medium,36.49,36.7,mango
red,summer,low,29.97,31.81,millets
red,monsoon,high,24.7,99.97,coconut
loamy,autumn,low,21.83,59.79,pomegranate
loamy,summer,medium,34.77,43.44,mango
loamy,winter,low,11.61,44.85,potato
red,summer,medium,29.57,43.68,chili
loamy,monsoon,medium,23.59,98.77,tea
loamy,monsoon,high,24.25,86.43,ginger
black,monsoon,low,28.62,84.56,blackgram
loamy,monsoon,medium,24.15,96.87,cotton
red,monsoon,medium,27.06,85.46,turmeric
loamy,monsoon,medium,27.06,83.86,turmeric
loamy,summer,medium,36.32,88.6,papaya
loamy,monsoon,medium,23.24,68.3,chili
loamy,summer,medium,25.95,63.96,cotton
red,summer,low,35.51,34.09,mango
loamy,winter,low,7.6,8.03,chickpea
loamy,summer,medium,35.12,83.48,papaya
clay,winter,medium,10.11,12.05,kidneybeans
sandy,monsoon,medium,21.76,100.0,coconut
clay,monsoon,low,28.9,86.12,blackgram
red,summer,medium,27.08,72.24,cotton
loamy,winter,low,7.1,12.11,chickpea
black,autumn,low,19.08,13.93,chickpea
black,monsoon,medium,21.99,95.98,cotton
black,winter,low,17.31,51.53,lentil
loamy,summer,medium,30.78,68.41,mungbean
loamy,monsoon,high,23.9,92.17,banana
loamy,winter,medium,18.42,36.78,tomato
black,winter,low,15.72,48.82,lentil
loamy,autumn,low,17.9,29.27,barley
clay,autumn,low,22.95,65.05,lentil
black,summer,high,29.67,71.76,rice
red,summer,low,29.7,34.02,pigeonpeas
black,monsoon,medium,24.54,58.13,chili
black,summer,low,27.57,70.39,cotton
loamy,summer,low,31.54,39.12,millets
loamy,summer,medium,32.59,65.56,turmeric
loamy,summer,high,28.64,82.13,coconut
red,summer,low,32.22,69.4,mungbean
clay,monsoon,high,24.58,94.41,jute
sandy,monsoon,low,25.29,62.65,millets
loamy,monsoon,high,23.26,92.8,jute
red,winter,medium,17.0,83.51,apple
red,summer,low,24.09,47.42,pomegranate
clay,monsoon,medium,21.98,98.58,rice
loamy,autumn,medium,16.23,33.43,wheat
loamy,monsoon,high,22.39,90.78,jute
loamy,autumn,medium,25.21,55.01,coffee
clay,monsoon,medium,24.2,91.18,ginger
loamy,monsoon,medium,23.08,69.41,coffee
sandy,autumn,low,21.29,55.61,pomegranate
sandy,monsoon,medium,21.05,78.39,maize
loamy,monsoon,high,25.82,70.79,sugarcane
sandy,monsoon,medium,19.58,81.86,maize
sandy,monsoon,low,27.73,69.06,mothbeans
sandy,summer,low,22.93,44.86,pomegranate
loamy,monsoon,high,24.32,84.77,ginger
loamy,monsoon,medium,22.8,64.33,coffee
red,autumn,medium,27.19,59.52,coffee
loamy,summer,medium,31.24,39.07,chili
loamy,monsoon,high,29.69,100.0,papaya
sandy,summer,low,25.01,72.96,grapes
sandy,summer,low,32.22,38.62,mothbeans
red,autumn,low,27.0,55.73,mothbeans
black,monsoon,high,24.19,97.14,rice
loamy,summer,medium,30.26,39.99,guava
clay,monsoon,medium,23.09,97.9,rice
loamy,summer,high,26.8,62.42,jute
loamy,summer,high,33.37,53.57,sugarcane
loamy,autumn,low,22.93,64.78,lentil
loamy,monsoon,medium,31.81,68.84,mango
black,summer,low,27.2,75.07,cotton
loamy,summer,low,27.2,70.37,grapes
clay,monsoon,medium,23.55,98.76,jute
loamy,monsoon,medium,24.73,100.0,tea
sandy,winter,medium,8.61,43.71,potato
sandy,autumn,low,21.0,57.47,pomegranate
black,monsoon,high,22.76,99.16,rice
loamy,autumn,low,22.49,60.41,pomegranate
red,summer,low,24.97,47.2,pomegranate
black,summer,high,27.48,73.84,rice
sandy,monsoon,low,26.62,67.84,mothbeans
loamy,monsoon,high,22.9,95.03,jute
loamy,monsoon,high,26.28,75.09,sugarcane
loamy,summer,low,23.92,50.12,pomegranate
loamy,monsoon,high,23.61,91.57,banana
loamy,monsoon,high,21.66,95.23,rice
loamy,summer,low,30.06,74.97,mungbean
clay,monsoon,low,27.59,85.11,blackgram
sandy,monsoon,medium,19.78,80.26,maize
black,autumn,low,21.49,38.01,onion
red,summer,low,30.97,73.83,mungbean
red,monsoon,medium,22.66,75.93,guava
black,winter,low,10.5,26.53,wheat
loamy,autumn,medium,19.17,22.53,kidneybeans
loamy,summer,medium,28.37,45.53,coffee
black,summer,high,29.63,75.79,rice
sandy,monsoon,low,27.27,65.73,mothbeans
loamy,monsoon,low,25.14,97.8,mungbean
black,summer,medium,24.75,73.59,cotton
loamy,monsoon,low,26.51,98.24,mungbean
loamy,winter,medium,8.87,30.85,wheat
loamy,autumn,medium,22.11,93.97,orange
red,autumn,low,22.01,56.28,pomegranate
black,monsoon,medium,22.35,92.54,cotton
sandy,summer,low,32.65,78.31,mungbean
loamy,summer,medium,24.22,81.25,orange
loamy,summer,medium,29.71,38.97,chili
sandy,monsoon,medium,19.54,81.74,maize
black,winter,low,7.5,20.56,barley
clay,monsoon,high,24.63,94.68,jute
clay,monsoon,high,25.29,95.09,jute
black,summer,low,27.35,71.2,cotton
loamy,autumn,high,24.65,82.51,tea
loamy,monsoon,high,24.59,96.32,coconut
black,monsoon,high,24.07,93.3,jute
sandy,summer,medium,29.08,38.49,chili
sandy,summer,low,33.07,35.91,millets
loamy,monsoon,medium,30.32,99.78,papaya
sandy,summer,low,22.88,43.16,pomegranate
red,monsoon,high,25.73,95.96,banana
sandy,summer,high,30.82,80.76,coconut
loamy,autumn,low,23.03,82.24,grapes
loamy,summer,medium,25.49,67.64,grapes
loamy,monsoon,medium,26.41,79.93,sugarcane
loamy,summer,medium,30.17,38.96,chili
black,autumn,low,18.5,17.43,chickpea
sandy,winter,low,11.57,9.5,chickpea
loamy,summer,low,30.15,43.9,sorghum
sandy,autumn,medium,22.92,89.55,orange
loamy,summer,high,31.31,52.5,sugarcane
clay,monsoon,high,25.78,76.65,sugarcane
loamy,summer,medium,35.64,40.5,mango
loamy,winter,low,13.7,16.48,kidneybeans
loamy,monsoon,low,27.81,73.6,blackgram
black,autumn,low,19.34,38.87,onion
sandy,autumn,medium,17.28,48.21,potato
sandy,summer,high,30.81,82.2,coconut
red,summer,medium,26.77,52.09,maize
loamy,summer,medium,26.29,33.04,tomato
loamy,summer,medium,25.55,78.76,orange
loamy,summer,low,37.08,45.03,mango
loamy,summer,high,28.86,76.24,watermelon
loamy,summer,low,29.98,40.82,mothbeans
sandy,monsoon,medium,24.13,75.38,guava
loamy,summer,medium,29.44,73.99,muskmelon
black,summer,low,30.81,37.52,millets
loamy,autumn,medium,19.29,52.27,potato
loamy,summer,low,30.42,41.13,mothbeans
red,summer,medium,28.4,79.67,watermelon
loamy,autumn,low,17.22,27.95,barley
loamy,summer,medium,26.77,35.72,tomato
clay,monsoon,medium,23.14,98.99,rice
loamy,summer,medium,35.83,43.09,mango
sandy,monsoon,low,24.72,61.79,millets
clay,winter,low,12.81,16.88,barley
loamy,monsoon,high,20.86,97.85,rice
loamy,summer,high,28.29,77.01,watermelon
clay,autumn,low,25.05,63.22,lentil
loamy,summer,medium,26.05,64.83,grapes
black,monsoon,high,24.69,79.2,sugarcane
loamy,autumn,low,18.98,13.91,chickpea
loamy,monsoon,high,26.55,74.13,sugarcane
clay,monsoon,medium,23.21,91.4,ginger
loamy,autumn,low,20.54,41.15,onion
loamy,winter,medium,11.89,36.56,potato
loamy,summer,medium,28.33,65.46,cotton
black,summer,low,29.1,38.75,pigeonpeas
sandy,autumn,medium,17.69,48.06,potato
loamy,monsoon,low,26.22,68.12,pigeonpeas
sandy,autumn,low,20.03,58.94,pomegranate
red,monsoon,medium,23.84,99.09,tea
black,summer,high,32.18,48.75,sugarcane
black,monsoon,medium,22.13,97.2,cotton
red,autumn,low,20.34,57.46,pomegranate
red,summer,low,31.27,44.51,sorghum
loamy,monsoon,high,23.16,95.36,jute
black,summer,high,30.15,75.78,rice
loamy,monsoon,medium,24.61,96.99,tea
red,summer,low,31.43,45.13,sorghum
clay,winter,low,4.48,23.42,wheat
sandy,summer,low,24.38,77.25,grapes
black,summer,medium,27.34,68.93,cotton
loamy,winter,medium,15.75,54.53,lentil
loamy,monsoon,high,31.1,100.0,papaya
loamy,summer,low,31.03,38.09,millets
sandy,summer,medium,24.91,56.82,maize
red,summer,medium,28.81,44.27,coffee
clay,winter,medium,9.82,23.89,wheat
loamy,monsoon,high,24.04,85.09,ginger
loamy,summer,medium,35.83,87.96,papaya
sandy,autumn,low,22.1,56.83,pomegranate
loamy,summer,medium,35.06,86.35,papaya
black,summer,high,28.36,74.97,rice
black,summer,low,25.49,74.93,cotton
red,summer,medium,29.49,73.9,cotton
loamy,summer,medium,24.96,77.77,orange
loamy,monsoon,medium,26.82,83.6,blackgram
loamy,monsoon,high,24.35,91.16,banana
loamy,monsoon,low,27.49,64.67,pigeonpeas
red,monsoon,low,24.65,60.45,millets
loamy,winter,medium,17.65,33.89,tomato
loamy,monsoon,medium,26.12,83.95,blackgram
sandy,monsoon,medium,24.07,96.79,coconut
sandy,summer,low,33.03,75.06,muskmelon
black,autumn,low,27.55,48.01,sorghum
sandy,summer,medium,28.92,74.98,muskmelon
red,monsoon,medium,23.84,72.42,coffee
loamy,autumn,low,21.63,81.77,grapes
loamy,summer,medium,37.63,88.19,papaya
loamy,winter,low,8.21,30.08,wheat
red,autumn,low,26.49,51.97,sorghum
loamy,autumn,low,18.91,28.51,barley
loamy,monsoon,medium,26.23,79.59,sugarcane
sandy,autumn,low,27.41,52.98,mothbeans
black,monsoon,high,25.56,78.49,sugarcane
black,summer,medium,26.96,50.69,maize
red,winter,low,10.71,8.61,chickpea
loamy,winter,medium,16.62,75.89,orange
loamy,monsoon,low,25.96,79.18,blackgram
black,winter,low,15.74,51.78,lentil
red,summer,low,32.74,69.06,mungbean
sandy,autumn,low,18.96,27.8,barley
loamy,monsoon,high,23.51,90.97,jute
black,monsoon,high,23.53,96.94,jute
loamy,monsoon,high,26.34,76.61,sugarcane
sandy,summer,low,30.21,39.55,mothbeans
loamy,autumn,medium,20.65,92.98,orange
sandy,monsoon,medium,21.46,100.0,watermelon
red,monsoon,medium,27.47,85.76,turmeric
black,winter,medium,12.81,8.06,kidneybeans
sandy,monsoon,high,25.19,96.05,coconut
sandy,monsoon,medium,22.2,97.83,coconut
loamy,autumn,medium,13.75,36.79,wheat
loamy,monsoon,medium,26.83,81.72,blackgram
black,summer,medium,26.89,73.89,cotton
red,winter,low,9.97,10.85,chickpea
red,autumn,low,28.21,51.35,sorghum
loamy,monsoon,medium,27.73,80.93,turmeric
clay,monsoon,high,25.31,90.73,banana
sandy,summer,low,26.47,72.28,grapes
black,winter,medium,12.85,10.2,kidneybeans
loamy,winter,medium,17.37,76.31,apple
black,winter,low,8.71,15.96,barley
loamy,monsoon,medium,26.3,83.27,blackgram
loamy,summer,low,22.79,50.59,pomegranate
sandy,winter,low,13.2,30.57,onion
loamy,winter,medium,11.88,12.62,kidneybeans
red,summer,medium,27.34,74.86,cotton
loamy,monsoon,high,27.87,84.17,turmeric
loamy,monsoon,high,27.2,75.72,sugarcane
black,winter,medium,13.02,8.51,kidneybeans
loamy,summer,medium,27.26,37.23,tomato
red,monsoon,low,25.36,63.97,millets
sandy,summer,high,30.15,82.3,coconut
loamy,winter,low,11.87,21.97,barley
loamy,winter,medium,18.16,35.67,tomato
black,summer,high,32.78,49.15,sugarcane
black,monsoon,high,22.71,100.0,rice
clay,winter,low,14.75,56.96,lentil
red,monsoon,medium,23.01,99.29,tea
black,summer,low,32.4,38.4,millets
black,winter,medium,5.83,22.24,wheat
clay,monsoon,medium,22.67,88.89,ginger
red,summer,low,34.78,34.24,mango
red,winter,medium,13.71,38.93,tomato
loamy,summer,medium,30.36,75.9,watermelon
sandy,autumn,low,29.28,52.2,mothbeans
loamy,autumn,medium,16.25,33.9,wheat
black,winter,medium,6.95,21.5,wheat
loamy,winter,low,9.21,9.42,chickpea
clay,winter,low,3.64,19.88,wheat
loamy,summer,medium,24.69,64.08,grapes
black,autumn,low,27.26,47.18,sorghum
red,monsoon,high,22.82,96.83,tea
sandy,winter,medium,9.89,43.47,potato
loamy,summer,high,26.93,66.31,jute
loamy,monsoon,high,21.84,94.35,tea
loamy,autumn,low,19.22,38.06,onion
loamy,summer,medium,32.94,61.91,turmeric
loamy,autumn,low,17.87,32.92,barley
black,summer,medium,27.65,72.63,cotton
loamy,autumn,medium,24.62,56.3,guava
sandy,monsoon,low,27.12,67.53,mothbeans
loamy,autumn,high,23.52,78.18,tea
clay,monsoon,medium,24.07,96.78,jute
red,autumn,low,27.77,52.64,sorghum
loamy,autumn,medium,17.96,52.08,potato
sandy,summer,high,27.79,73.92,watermelon
black,winter,low,8.23,7.25,chickpea
loamy,summer,medium,34.93,89.0,papaya
loamy,autumn,low,19.33,30.34,barley
sandy,summer,medium,24.35,56.65,maize
sandy,autumn,medium,29.43,83.86,muskmelon
loamy,autumn,low,23.25,80.76,grapes
loamy,winter,medium,13.19,35.34,onion
loamy,summer,medium,24.28,52.49,maize
sandy,summer,medium,28.77,72.52,watermelon
loamy,winter,low,14.2,54.45,lentil
red,summer,medium,29.86,57.05,turmeric
loamy,autumn,medium,21.03,67.05,maize
loamy,monsoon,medium,19.44,76.55,maize
red,autumn,low,26.59,52.29,sorghum
loamy,summer,low,32.79,45.16,sorghum
red,autumn,medium,25.53,58.92,coffee
sandy,winter,low,13.76,30.99,onion
loamy,monsoon,medium,25.29,68.12,guava
loamy,monsoon,low,25.4,76.36,blackgram
loamy,autumn,high,25.01,80.95,tea
loamy,summer,medium,31.37,66.22,turmeric
loamy,monsoon,high,27.89,82.54,turmeric
red,autumn,medium,21.7,91.74,orange
loamy,summer,low,27.85,72.83,grapes
black,winter,medium,6.77,21.75,wheat
clay,monsoon,medium,21.95,100.0,rice
clay,monsoon,high,23.8,94.59,jute
red,winter,medium,15.02,37.74,tomato
clay,monsoon,medium,27.13,81.25,turmeric
loamy,summer,high,27.29,62.97,jute
loamy,summer,high,29.65,66.15,ginger
loamy,autumn,high,22.88,81.56,tea
loamy,monsoon,medium,23.87,100.0,banana
sandy,monsoon,low,27.79,100.0,mungbean
loamy,summer,low,30.27,38.28,mothbeans
black,winter,medium,5.86,21.5,wheat
loamy,summer,medium,24.06,66.33,grapes
loamy,autumn,low,19.97,41.68,onion
loamy,monsoon,high,25.82,91.68,banana
sandy,summer,medium,30.4,74.87,muskmelon
loamy,summer,medium,24.95,78.77,orange
loamy,monsoon,high,24.08,87.72,ginger
red,winter,medium,12.46,39.36,potato
loamy,summer,low,30.28,79.47,mungbean
sandy,summer,medium,35.57,38.32,mango
black,summer,medium,29.1,41.48,chili
red,winter,medium,16.95,87.34,apple
clay,monsoon,high,22.0,100.0,rice
sandy,monsoon,high,25.09,99.16,coconut
black,summer,high,28.8,76.01,rice
red,monsoon,low,23.91,61.1,millets
loamy,monsoon,high,22.29,100.0,coconut
sandy,summer,low,32.34,74.48,muskmelon
red,monsoon,medium,28.65,86.48,turmeric
loamy,summer,low,28.16,72.83,grapes
black,monsoon,low,25.22,57.43,pigeonpeas
loamy,monsoon,high,24.1,87.84,ginger
clay,winter,medium,8.48,23.27,wheat
loamy,monsoon,medium,32.69,68.93,mango
clay,monsoon,high,22.8,98.12,rice
red,summer,medium,35.41,40.48,mango
red,monsoon,medium,24.3,76.43,guava
black,summer,low,31.15,38.99,pigeonpeas
red,summer,medium,35.63,40.29,mango
red,monsoon,low,26.48,59.95,millets
loamy,summer,medium,27.31,63.64,cotton
black,summer,low,31.53,59.77,blackgram
loamy,monsoon,high,21.05,91.02,jute
clay,summer,high,28.02,63.0,jute
loamy,autumn,low,22.82,94.59,apple
red,summer,medium,36.62,37.33,mango
loamy,autumn,medium,26.02,59.61,coffee
sandy,winter,low,11.09,32.8,onion
red,monsoon,medium,25.14,89.96,ginger
clay,monsoon,medium,22.92,99.32,jute
red,summer,low,31.38,47.6,mothbeans
sandy,summer,medium,31.18,74.57,watermelon
black,monsoon,high,24.48,94.74,jute
sandy,monsoon,medium,33.82,97.43,papaya
loamy,summer,medium,30.43,69.36,mungbean
black,monsoon,low,26.55,58.23,pigeonpeas
loamy,autumn,medium,21.53,94.74,apple
sandy,autumn,medium,28.11,82.21,muskmelon
clay,monsoon,medium,22.01,100.0,rice
red,summer,low,31.08,43.76,sorghum
red,autumn,medium,24.31,79.84,tea
black,winter,low,18.03,47.42,lentil
black,monsoon,low,27.21,81.63,blackgram
loamy,autumn,medium,22.9,92.95,orange
sandy,summer,medium,29.9,71.08,muskmelon
sandy,summer,high,29.29,71.34,watermelon
red,summer,medium,28.99,71.85,cotton
sandy,summer,low,24.42,41.35,pomegranate
clay,monsoon,medium,25.19,91.0,ginger
sandy,winter,low,9.34,25.16,barley
sandy,summer,medium,36.41,79.4,papaya
black,winter,low,8.38,31.29,wheat
sandy,winter,medium,16.76,37.23,tomato
loamy,monsoon,medium,26.29,79.42,turmeric
black,autumn,low,17.91,18.79,chickpea
sandy,summer,medium,30.71,73.21,watermelon
loamy,monsoon,high,23.87,94.64,banana
loamy,autumn,medium,16.18,37.36,wheat
black,summer,low,31.28,40.25,sorghum
red,winter,low,8.73,12.36,chickpea
red,summer,medium,34.35,77.38,papaya
clay,monsoon,high,27.61,72.52,sugarcane
sandy,summer,low,30.63,42.68,sorghum
red,summer,medium,32.07,56.93,turmeric
loamy,summer,high,27.03,78.75,coconut
sandy,summer,high,29.45,71.19,watermelon
black,winter,medium,11.11,7.16,kidneybeans
sandy,autumn,low,18.61,30.51,barley
black,summer,low,31.92,38.94,millets
loamy,summer,medium,29.68,69.29,mungbean
